,entropy,target_entropy,optimal_lambda
504290,0.5650549824073321,0.6,0.05
680786,0.827836670722468,0.6,0.0
544585,0.7492951533400183,0.6,0.0
243112,0.6155375535202976,0.6,0.0
208011,0.752578796969658,0.6,0.0
388699,0.7002892055516723,0.6,0.0
215295,0.7227922811448683,0.6,0.0
619494,0.6781513410807465,0.6,0.0
421234,0.7040251856254711,0.6,0.0
472719,0.5571663092507413,0.6,0.05
150168,0.5910944559245565,0.6,0.0
412243,0.5410414990843166,0.6,0.05
370118,0.7599986625232183,0.6,0.0
400122,0.6756356017774893,0.6,0.0
592011,0.7790964010660562,0.6,0.0
213741,0.7821361819292738,0.6,0.0
124067,0.647261215783118,0.6,0.0
424513,0.6797377058902329,0.6,0.0
52970,0.6763324830121819,0.6,0.0
38595,0.6213533741723173,0.6,0.0
607558,0.696854053513524,0.6,0.0
178889,0.6066216928614595,0.6,0.0
592280,0.6573563757644639,0.6,0.0
938,0.5899664156746319,0.6,0.0
184367,0.6719675009595191,0.6,0.0
696218,0.6449512192112823,0.6,0.0
318232,0.7178520604267786,0.6,0.0
152757,0.8076487417060203,0.6,0.0
34832,0.6081447140776363,0.6,0.0
676770,0.37547055780909017,0.6,0.2
251940,0.7230702092822832,0.6,0.0
253187,0.7107823799485916,0.6,0.0
57014,0.6878315462778828,0.6,0.0
497734,0.62178611397442,0.6,0.0
689850,0.6774122699563633,0.6,0.0
212147,0.7883368271781215,0.6,0.0
179592,0.6953187299792545,0.6,0.0
705927,0.6823133861787203,0.6,0.0
340183,0.7162494258640875,0.6,0.0
282773,0.7851072330925374,0.6,0.0
579883,0.6282292603625498,0.6,0.0
680066,0.6418214354887295,0.6,0.0
619908,0.5800628028396829,0.6,0.0
19161,0.6516888000853269,0.6,0.0
231841,0.7195380833122269,0.6,0.0
363970,0.6606571352042991,0.6,0.0
3263,0.7508323539505722,0.6,0.0
194051,0.7094436917263998,0.6,0.0
119239,0.6697428448473788,0.6,0.0
58570,0.7573280432105637,0.6,0.0
310654,0.5348958291627777,0.6,0.05
465858,0.6451292964720009,0.6,0.0
297562,0.7302260443252472,0.6,0.0
299690,0.6608202068389784,0.6,0.0
639914,0.7236145678969095,0.6,0.0
491674,0.4314563051274304,0.6,0.15
618806,0.7073053821452504,0.6,0.0
65651,0.7029989317904463,0.6,0.0
126569,0.6937795270039654,0.6,0.0
176176,0.7299563707095819,0.6,0.0
593681,0.6490948338432597,0.6,0.0
706961,0.634924386836137,0.6,0.0
180918,0.7130796653325614,0.6,0.0
138120,0.6780044954231317,0.6,0.0
204732,0.6251336022387217,0.6,0.0
69888,0.8819881178695566,0.6,0.0
166958,0.6231446604516212,0.6,0.0
207692,0.8108010033175673,0.6,0.0
246061,0.564840424410338,0.6,0.05
684059,0.7495632055488961,0.6,0.0
482240,0.6471385580588405,0.6,0.0
663996,0.6197405436955467,0.6,0.0
201290,0.6213155795550613,0.6,0.0
348987,0.6841918140413903,0.6,0.0
540741,0.7211700739262237,0.6,0.0
403884,0.5957207324321588,0.6,0.0
242627,0.7771542262486106,0.6,0.0
531967,0.6801370261231109,0.6,0.0
536563,0.6957853950781551,0.6,0.0
109857,0.5178301429240348,0.6,0.1
44331,0.5152359651874522,0.6,0.1
287223,0.820016655606933,0.6,0.0
315993,0.5971089026976639,0.6,0.0
432001,0.617123738022663,0.6,0.0
180107,0.6668034604386651,0.6,0.0
174332,0.7350616459902134,0.6,0.0
333938,0.7353241981917974,0.6,0.0
545873,0.7240541945714821,0.6,0.0
20990,0.7239967974140351,0.6,0.0
587076,0.6585407437875265,0.6,0.0
161217,0.720553983821886,0.6,0.0
395907,0.7801674106478005,0.6,0.0
236333,0.6777931912211376,0.6,0.0
699318,0.6695012033499881,0.6,0.0
149129,0.6319562954199709,0.6,0.0
254405,0.7573682440423879,0.6,0.0
475273,0.49482746074196904,0.6,0.1
617930,0.6846351493880275,0.6,0.0
128307,0.6285967068059887,0.6,0.0
305954,0.7698333220834787,0.6,0.0
699707,0.6382118332603495,0.6,0.0
474014,0.6898328153462021,0.6,0.0
567732,0.6716039190563626,0.6,0.0
486424,0.6858232910609461,0.6,0.0
92493,0.8223697896903004,0.6,0.0
284898,0.6092157492052664,0.6,0.0
11618,0.6114778115955695,0.6,0.0
217362,0.44307847857140026,0.6,0.15
444526,0.6473959893873652,0.6,0.0
691790,0.7134409666251855,0.6,0.0
314926,0.7647081629520688,0.6,0.0
59108,0.49731947678364224,0.6,0.1
146171,0.7656002704820418,0.6,0.0
150241,0.5410689505883708,0.6,0.05
623224,0.7146586830870763,0.6,0.0
308698,0.5249151922360287,0.6,0.05
259501,0.6646978765137185,0.6,0.0
629745,0.6556261059877181,0.6,0.0
560991,0.5869633955889209,0.6,0.0
450576,0.6808098531338799,0.6,0.0
468235,0.7557186851735564,0.6,0.0
192535,0.4081768979645286,0.6,0.15
198538,0.7485522839986675,0.6,0.0
351295,0.7520801795718677,0.6,0.0
412646,0.7752552463704844,0.6,0.0
544008,0.6197886979367454,0.6,0.0
512610,0.7562486866389162,0.6,0.0
553789,0.6842291711450792,0.6,0.0
681596,0.5473070534881,0.6,0.05
479126,0.6703619269363189,0.6,0.0
613109,0.7847339269189173,0.6,0.0
161532,0.5515203774421125,0.6,0.05
50971,0.6736621821692272,0.6,0.0
322298,0.587974114425707,0.6,0.0
509502,0.4768384611623665,0.6,0.1
338685,0.7255222385990437,0.6,0.0
392948,0.791333243966965,0.6,0.0
347541,0.6618879257194322,0.6,0.0
555016,0.7015173468603593,0.6,0.0
278805,0.6722123630530958,0.6,0.0
226627,0.7490662419258974,0.6,0.0
589355,0.7675356486368465,0.6,0.0
335167,0.5867497477981611,0.6,0.0
41660,0.5475155335285855,0.6,0.05
7152,0.625403631793006,0.6,0.0
518724,0.6115768420670916,0.6,0.0
64112,0.6555867475045799,0.6,0.0
215876,0.5999119128694669,0.6,0.0
391876,0.635523839832089,0.6,0.0
41646,0.7748240538733726,0.6,0.0
198777,0.5684804695790794,0.6,0.05
590574,0.6794396783818641,0.6,0.0
417621,0.3955869661146439,0.6,0.15
31524,0.7760381622274943,0.6,0.0
283855,0.6896506433804624,0.6,0.0
396346,0.7282914147174304,0.6,0.0
297312,0.5888365989405636,0.6,0.0
294047,0.5519550121767184,0.6,0.05
373670,0.5077098271906751,0.6,0.1
703956,0.6753743786435351,0.6,0.0
384581,0.5960575281810893,0.6,0.0
307308,0.6275418456088879,0.6,0.0
294439,0.6371146704015064,0.6,0.0
553511,0.6909328796611502,0.6,0.0
634090,0.7199324137971319,0.6,0.0
245884,0.7107237401758222,0.6,0.0
27215,0.6943890525860029,0.6,0.0
281103,0.7179261108348598,0.6,0.0
646526,0.6023976027731788,0.6,0.0
218278,0.6027821056201025,0.6,0.0
500804,0.6872400989640921,0.6,0.0
473553,0.754743949333893,0.6,0.0
517271,0.6843509961532388,0.6,0.0
252448,0.6613126483589522,0.6,0.0
319753,0.7613318996673203,0.6,0.0
649734,0.6625080404000883,0.6,0.0
358093,0.749221870021881,0.6,0.0
450859,0.6357448999742756,0.6,0.0
15107,0.5425253589086677,0.6,0.05
181291,0.7025501036709038,0.6,0.0
520360,0.7984998447307212,0.6,0.0
415767,0.4583047655809541,0.6,0.15
5116,0.5758963467417633,0.6,0.0
190086,0.6934036091099658,0.6,0.0
