,entropy,target_entropy,optimal_lambda
U80234,0.665383677128836,0.884955928088521,0.4
U44190,0.5409118281096172,0.831644928514563,0.35
U70421,0.5838494978890342,0.8509230210606876,0.35
U8181,0.37753643742420556,0.746599443715813,0.4
U35337,0.461797596154145,0.7931137886831484,0.4
U44035,0.6273085295177967,0.8694494914760056,0.4
U65211,0.7952832539952787,0.9335907741863245,0.4
U66717,0.863370307956794,0.9568836470627876,0.4
U64634,0.6914290807454053,0.8952086964365767,0.4
U18498,0.8365243031847195,0.9478586306182505,0.45
U13878,0.7600390507138471,0.9209812149006493,0.4
U12784,0.6960252556658639,0.896989789681481,0.4
U54826,0.3880689467541575,0.7527879654690751,0.4
U50612,0.7606236712434131,0.9211936827865861,0.4
U11400,0.6846689508679098,0.8925739137033946,0.4
U52937,0.8486195262346973,0.951949491293976,0.4
U86056,0.6240428848632934,0.8680891552545686,0.4
U5731,0.7650340001558736,0.922792850389258,0.4
U34484,0.5447005046118866,0.8333881737519607,0.4
U42035,0.6115709849307205,0.8628475331994059,0.4
U19010,0.660705092495749,0.8830845695809579,0.45
U93010,0.739860769319846,0.9135766688397482,0.45
U76747,0.5945282833126319,0.8555625298753626,0.4
U47580,0.5517531165711628,0.8366107456704611,0.35
U52206,0.617450413624388,0.8653277391168782,0.45
U52203,0.6993179933002506,0.8982607240381495,0.35
U54225,0.5765982182447795,0.8477386595628205,0.4
U62036,0.49800736851644356,0.8112799269228534,0.4
U26257,0.607623111678282,0.8611727624770605,0.4
U26662,0.7172691736575091,0.9051168499149792,0.4
U51029,0.7369435290477497,0.9124945156978951,0.4
U70129,0.49193291899386093,0.8082984865842902,0.35
U26002,0.7751645447551938,0.9264418605687179,0.45
U60443,0.7739038284711489,0.9259895775729401,0.4
U2387,0.7760148284688313,0.9267466098734474,0.4
U64227,0.7705871437359435,0.9247972459045961,0.35
U66627,0.6268146421043249,0.8692440765066616,0.4
U44187,0.601909284583507,0.8587352939625533,0.35
U10516,0.444923881418727,0.7843063210379035,0.35
U47469,0.6157426227736166,0.8646090263577328,0.35
U56555,0.6276352744111984,0.8695853272217249,0.4
