entropy,target_entropy,optimal_lambda
0.5650549824073321,0.7958592778157036,0.3
0.6736118491929622,0.853815210166376,0.3
0.6994414021363312,0.866763339935238,0.3
0.6910140423094093,0.8625707939699271,0.3
0.7203595193595878,0.877040643707781,0.3
0.5084483788350869,0.7629546895371871,0.3
0.754290842890902,0.893337436705152,0.3
0.6886717358118957,0.8614000719160981,0.3
0.6114074240440275,0.821357605927983,0.3
0.6842737291778525,0.8591954069048904,0.3
0.7582455478667762,0.8952079855562943,0.3
0.4698219143734133,0.7392193184955591,0.3
0.7323752622203201,0.8828633055351331,0.3
0.7825311676746517,0.9065685686218857,0.35
0.738267715330714,0.8856977691564891,0.3
0.7851897500086972,0.907799310706447,0.35
0.3301161035101097,0.6418989778599663,0.25
0.7521348706692361,0.8923151972015257,0.3
0.5914691628897603,0.8105369965539396,0.3
0.6403677356235304,0.8367038683986706,0.3
0.700499310344112,0.8672874955336914,0.3
0.6185178239814845,0.825165169035245,0.3
0.5892672402201642,0.8093286583097671,0.3
0.5535595714903727,0.7893429706448709,0.3
0.6886563998721992,0.8613923989031803,0.3
0.6869747411452215,0.8605503937319028,0.3
0.5219925433087709,0.7710201349267983,0.3
0.6471810243354346,0.8402534610454699,0.3
0.6971670048551559,0.8656348447529607,0.3
0.6242808412312294,0.8282319936163229,0.3
0.6768655728806353,0.8554624872793382,0.3
0.4540509618870227,0.7291919071079926,0.25
0.7105843405885256,0.872260594330397,0.3
0.6881229375292215,0.8611254284716295,0.3
0.6741245994113764,0.8540751188972419,0.3
0.796880546553193,0.9131818897933894,0.3
0.7257006031324026,0.8796359971913309,0.35
0.703966735957087,0.8690021586996565,0.35
0.49980037288418666,0.7577372375048145,0.3
0.6649281697625332,0.8493953769670158,0.3
0.7053153738479903,0.8696676994414031,0.3
0.683905598407518,0.8590104824705803,0.3
0.5477955121843598,0.7860449610395698,0.3
0.6917059563624877,0.8629161679464968,0.3
0.7462996382519388,0.8895396121399971,0.3
0.6071496724476989,0.8190648827175485,0.3
0.43242405475489065,0.7150953235038653,0.3
0.5725201095945497,0.800048468682351,0.3
0.5970918741451984,0.8136103494581638,0.3
0.6507895002791196,0.8421243303174826,0.3
0.6840301268523935,0.8590730439685395,0.3
0.7415747863354846,0.8872826351891028,0.3
0.626765567989935,0.829549015063841,0.3
0.487634275756426,0.7503047395265305,0.3
0.7235112112875899,0.8785735128851623,0.3
0.7869137269700591,0.9085960584700463,0.3
0.6827674462568997,0.8584383724125141,0.3
0.7610974449694674,0.8965532838432908,0.3
0.6360257717171564,0.834429953276045,0.3
0.6423575581369574,0.8377428606318824,0.3
0.660998755046845,0.847383994257604,0.25
0.7850150738914814,0.9077185244032986,0.35
0.48403271860411295,0.7480831757585824,0.3
0.549201622594538,0.7868514050682114,0.3
0.6476184999653462,0.8404806097912197,0.3
0.6575227421120483,0.845598709378769,0.3
0.7206608262348603,0.8771873622373487,0.35
0.5347460035267407,0.7785007207938279,0.3
0.5412636606312469,0.7822823796060845,0.3
0.7877784109172737,0.9089952837283861,0.3
0.731506124184422,0.8824440650293119,0.3
0.5599365821629179,0.7929677717280679,0.3
0.7598154714495764,0.8959489255531817,0.3
0.7046869493804067,0.8693576726743927,0.3
0.4596359368753505,0.7327664735917289,0.3
0.6695664293097132,0.8517604457895892,0.3
0.6716039190563626,0.8527962632204653,0.3
0.7140282091045905,0.8739491170066211,0.3
0.6771575470451268,0.8556100738251113,0.3
0.6145058764161739,0.823020051376409,0.3
0.5245266911515575,0.7725152066079747,0.3
0.5063188522282456,0.7616748913087459,0.3
0.37446950330308626,0.675097627673736,0.3
0.3775721265845118,0.6773294678399572,0.3
0.5818218467233698,0.8052227004038695,0.3
0.8486106277489377,0.9364473965171426,0.35
0.6594991229283304,0.8466144737695755,0.3
0.7044109880598748,0.8692214775695515,0.3
0.6661942582318476,0.8500419406464886,0.3
0.6679759108969375,0.8509505441746569,0.3
0.6233237365088201,0.8277238443382389,0.3
0.7145746621935292,0.8742165924850083,0.3
0.6503658040896201,0.8419049816136778,0.3
0.7571306404830503,0.8946812355581175,0.35
0.6993496822615387,0.8667178736231268,0.3
0.7298179367360785,0.8816288900757803,0.3
0.6134401686815978,0.8224488245591003,0.3
0.6730041267294804,0.8535070070434301,0.3
0.6031723275839952,0.8169144224065706,0.3
0.6399677339278511,0.8364947724772448,0.3
0.5821918224345941,0.8054274751335392,0.3
0.621296439369901,0.8266459567317306,0.3
0.4194513873125558,0.7064357255270188,0.3
0.7441218126046646,0.8885003722947153,0.3
0.5404810875285101,0.7818297655209621,0.3
0.5361615698738932,0.7793243981855305,0.3
0.6517906586360979,0.8426422925945948,0.3
0.6881695088972756,0.8611487399893011,0.3
0.734522957884572,0.8838979970535527,0.3
0.5277488546610589,0.7744099418306094,0.3
0.7141504508188075,0.874008962010161,0.3
0.5232362376468349,0.771754420386576,0.3
0.6584625521977114,0.8460819545285657,0.3
0.6063357841903537,0.8186255211580091,0.3
0.6548814166825854,0.8442383313033311,0.3
0.6068816133303758,0.8189202153269443,0.3
0.81382323909,0.9208990710266308,0.3
0.6458518417167716,0.8395627490834474,0.3
0.733115391659245,0.8832200817169241,0.3
0.7369322738328301,0.8850565708408239,0.3
0.684077181343021,0.8590966817638493,0.3
0.5941239168759591,0.8119902495443584,0.3
0.7212886537837885,0.8774929587145617,0.3
0.8311724162589404,0.9287021454141389,0.3
0.3830522349692982,0.6812447999412187,0.3
0.5366472069265334,0.7796066757924428,0.3
0.412914394015198,0.7020111482615791,0.3
0.6747891852304129,0.8544118153647607,0.3
0.7229107642997464,0.8782817865310784,0.35
0.7174396712788312,0.8756169400849274,0.3
0.6165468902144604,0.8241123920861779,0.3
0.7399203700258054,0.8864903113250752,0.3
0.7184872531826472,0.8761281350999613,0.3
0.41381374509587926,0.7026223572043616,0.3
0.4028714955224602,0.6951309353166495,0.3
0.6793642470274727,0.8567242795839061,0.35
0.6647299953915454,0.8492941068117632,0.3
0.6922687494826124,0.8631969374204286,0.3
0.6860444751778069,0.860084078947957,0.3
0.6349008347508561,0.8338392981893226,0.3
0.7784040154275961,0.9046529985523241,0.3
0.6488516511147359,0.8411203989110126,0.3
0.5465961401592039,0.7853561052322492,0.25
0.7585640054394412,0.8953583589284966,0.3
0.7836431233923665,0.9070836329366586,0.3
0.5280807085695958,0.7746046878734817,0.3
0.7488488814419049,0.8907537803490607,0.3
0.7110867213430622,0.8725072161610707,0.3
0.6634077152376074,0.8486179371633863,0.3
0.7581041145858276,0.895141189627947,0.3
0.7160108528689649,0.8749189882225701,0.3
0.6739073991613304,0.8539650364208873,0.3
0.7017918295475151,0.8679272482492524,0.35
0.4042382062047384,0.6960732484330217,0.3
0.6456918907693214,0.839479572833322,0.3
0.7930728363250615,0.9114340096719259,0.35
0.7237884547038359,0.8787081622024701,0.35
0.6429852943713464,0.8380702343501043,0.3
0.6596524944363849,0.8466932229148914,0.3
0.7068342933225311,0.8704163590152048,0.3
0.7408110740960784,0.8869170143006869,0.3
0.6049208780239553,0.8178608688291271,0.3
0.631739195482568,0.832175890084699,0.3
0.4551574087495227,0.7299021560541522,0.3
0.5309208292208316,0.7762683967118164,0.3
0.7160012622742606,0.8749143005689685,0.25
0.533286218821027,0.7776499426697122,0.3
0.7861036139284254,0.9082217897562418,0.3
0.7144206414890829,0.874141215525715,0.3
0.49718001302021264,0.7561456612949744,0.25
0.5624924120738716,0.7944135942027235,0.3
0.8138183417924818,0.9208968543659801,0.35
0.68636611440162,0.8602453500529623,0.3
0.6589122098762208,0.84631301965656,0.3
0.6014402626696327,0.8159752747955714,0.3
0.49731947678364224,0.7562304966011864,0.3
0.6040040742489834,0.8173648309789322,0.3
0.721818715421068,0.877750843182054,0.3
0.7492540763299508,0.8909465403654603,0.3
0.6188540382817713,0.8253445573019909,0.3
0.6039258380936261,0.817322480293089,0.3
