,entropy,target_entropy,optimal_lambda
504290,0.5650549824073321,0.6705999181515492,0.1
680786,0.827836670722468,0.876115295231368,0.1
544585,0.7492951533400183,0.8170658260572945,0.15
243112,0.6155375535202976,0.7119970395374571,0.1
208011,0.752578796969658,0.8195706265829897,0.1
388699,0.7002892055516723,0.7792812060050728,0.1
215295,0.7227922811448683,0.7967268516321552,0.1
619494,0.6781513410807465,0.761953796755938,0.1
421234,0.7040251856254711,0.7821890592583618,0.1
472719,0.5571663092507413,0.6640325880675302,0.1
150168,0.5910944559245565,0.6920856112669291,0.1
412243,0.5410414990843166,0.6505211250365796,0.1
370118,0.7599986625232183,0.8252185456758045,0.1
400122,0.6756356017774893,0.7599740589590305,0.1
592011,0.7790964010660562,0.8396800574373057,0.1
213741,0.7821361819292738,0.8419720285540825,0.1
124067,0.647261215783118,0.7374892755535798,0.1
424513,0.6797377058902329,0.7632010391349856,0.15
52970,0.6763324830121819,0.7605226843262354,0.1
38595,0.6213533741723173,0.7166994360528403,0.1
607558,0.696854053513524,0.7766033890260235,0.1
178889,0.6066216928614595,0.7047621238527065,0.1
592280,0.6573563757644639,0.7455222607325795,0.1
938,0.5899664156746319,0.6911608066779747,0.1
184367,0.6719675009595191,0.7570835127869239,0.1
696218,0.6449512192112823,0.7356458810445411,0.1
318232,0.7178520604267786,0.7929110420874198,0.15
152757,0.8076487417060203,0.861104313144397,0.15
34832,0.6081447140776363,0.7060002508808454,0.1
676770,0.37547055780909017,0.5037361533869835,0.1
251940,0.7230702092822832,0.7969412894896167,0.1
253187,0.7107823799485916,0.7874367094724513,0.1
57014,0.6878315462778828,0.7695510996630284,0.15
497734,0.62178611397442,0.7170487998713039,0.1
689850,0.6774122699563633,0.7613724204726509,0.1
212147,0.7883368271781215,0.8466390008297056,0.1
179592,0.6953187299792545,0.7754052725557773,0.1
705927,0.6823133861787203,0.765224249654351,0.15
340183,0.7162494258640875,0.7916714819177375,0.1
282773,0.7851072330925374,0.8442095970293721,0.1
579883,0.6282292603625498,0.7222419536253611,0.1
680066,0.6418214354887295,0.733145126962908,0.1
619908,0.5800628028396829,0.683018570359583,0.1
19161,0.6516888000853269,0.7410170147768654,0.1
231841,0.7195380833122269,0.7942142032968792,0.1
363970,0.6606571352042991,0.7481407158316922,0.1
3263,0.7508323539505722,0.8182388291691478,0.1
194051,0.7094436917263998,0.7863982746049535,0.1
119239,0.6697428448473788,0.7553281278274461,0.1
58570,0.7573280432105637,0.823187613683212,0.1
310654,0.5348958291627777,0.6453397968892176,0.1
465858,0.6451292964720009,0.7357880584094814,0.1
297562,0.7302260443252472,0.802453956976966,0.1
299690,0.6608202068389784,0.748269976842435,0.1
639914,0.7236145678969095,0.7973612224555913,0.1
